title,categories,dollarPrice,rating,reviewCount,img,yelpPage,address,district,zipcode,phone
Chuy’s,Tex-Mex;Bars;Mexican,$$,3.0,109.0,https://s3-media1.fl.yelpcdn.com/bphoto/js0TycfU6yFFAZcLxkr2Bg/ls.jpg,https://www.yelp.com/biz/chuys-olathe-2,11965 S Strang Line Rd,,10080,(913) 397-0891
Bier Station,Beer Bar;American (Traditional),$$,4.0,163.0,https://s3-media3.fl.yelpcdn.com/bphoto/guQ-3jv4XIBDml_0xeANbQ/ls.jpg,https://www.yelp.com/biz/bier-station-kansas-city,120 E Gregory Blvd,,10080,(816) 548-3870
Talk of the Town,Sports Bars;American (Traditional);Venues & Event Spaces,$$,3.0,102.0,https://s3-media3.fl.yelpcdn.com/bphoto/Hupgoy83PzPgCJc4YwWrog/ls.jpg,https://www.yelp.com/biz/talk-of-the-town-overland-park-2,11922 W 119th St,,10080,(913) 661-9922
The Bar,Sports Bars;American (Traditional),$$,4.0,83.0,https://s3-media2.fl.yelpcdn.com/bphoto/7cv2Dtxf7z0DHQ7SBxhenQ/ls.jpg,https://www.yelp.com/biz/the-bar-mission-3,6101 Johnson Dr,,10080,(913) 387-4033
Wallaby’s Grill & Pub,Sports Bars;American (Traditional);Sandwiches,$,3.0,49.0,https://s3-media2.fl.yelpcdn.com/bphoto/VwIAQZKNS0EBmhsX09hFyA/ls.jpg,https://www.yelp.com/biz/wallabys-grill-and-pub-lenexa,9562 Lackman Rd,,10080,(913) 541-9255
Houlihan’s,Bars;American (New),$$,3.0,124.0,https://s3-media4.fl.yelpcdn.com/bphoto/w8w4cwIsKurVLGmLfsBZ0g/ls.jpg,https://www.yelp.com/biz/houlihans-leawood-3,4900 W 119th St,,10080,(913) 663-2161
BRGR Kitchen + Bar,American (New);Burgers;Bars,$$,4.0,73.0,https://s3-media3.fl.yelpcdn.com/bphoto/0Igh7PLLq-7DHY9IiiWT4g/ls.jpg,https://www.yelp.com/biz/brgr-kitchen-bar-leawood,5031 W 135th St,,10080,(913) 229-3900
Fuzzy’s Taco Shop,Sports Bars;Breakfast & Brunch;Tacos,,3.0,12.0,https://s3-media2.fl.yelpcdn.com/bphoto/FYVseMXCr2_psT9kGdZu0A/ls.jpg,https://www.yelp.com/biz/fuzzys-taco-shop-olathe,13505 S Mur-Len Rd,,10080,(913) 440-9715
Old Chicago Pizza & Taproom,Pizza;Sports Bars;American (Traditional),$$,3.0,44.0,https://s3-media3.fl.yelpcdn.com/bphoto/5HQKonJ6TkcSi1ukdaRsAw/ls.jpg,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-overland-park,6815 W 135th St,,10080,(913) 222-8330
Callahan’s on 87th,Sports Bars;Pizza;Burgers,$$,3.0,53.0,https://s3-media4.fl.yelpcdn.com/bphoto/pdW0L54YFExJHiTEG6Hqkw/ls.jpg,https://www.yelp.com/biz/callahans-on-87th-lenexa-2,12843 W 87th St Pkwy,,10080,(913) 894-1717
Johnny’s Tavern,American (Traditional);Sports Bars,$$,3.0,71.0,https://s3-media2.fl.yelpcdn.com/bphoto/tLVFcgpGTQc9Dv0Bosszvw/ls.jpg,https://www.yelp.com/biz/johnnys-tavern-shawnee,13131 Shawnee Mission Pkwy,,10080,(913) 962-5777
Brewbakers,American (New);Sports Bars,$$,3.0,139.0,https://s3-media3.fl.yelpcdn.com/bphoto/sfROhwz61A32a3Z_Y0xo3g/ls.jpg,https://www.yelp.com/biz/brewbakers-lenexa,9482 Renner Blvd,,10080,(913) 322-2739
Summit Grill,American (New);Bars;Seafood,$$,4.0,283.0,https://s3-media1.fl.yelpcdn.com/bphoto/QQEz8GQlojZXDqqDJnYsnA/ls.jpg,https://www.yelp.com/biz/summit-grill-kansas-city,520 W 75th St,Waldo,10080,(816) 361-9788
J J’s Bar & Deli,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/j-js-bar-and-deli-overland-park,87 Saint,,10080,(913) 341-7312
The Peanut,Sports Bars;American (Traditional);Sandwiches,$$,4.0,52.0,https://s3-media2.fl.yelpcdn.com/bphoto/I50_kpheLO9A17zUCdXUNw/ls.jpg,https://www.yelp.com/biz/the-peanut-mission,5400 Martway St,,10080,(913) 544-2311
Margarita’s,Mexican;Bars,$$,3.0,44.0,https://s3-media4.fl.yelpcdn.com/bphoto/rV3mPQO2776ib5BWNI6jqA/ls.jpg,https://www.yelp.com/biz/margaritas-kansas-city-4,13401 Holmes Rd,,10080,(816) 326-7421
Burg & Barrel Overland Park,Burgers;Beer Bar,$$,4.0,380.0,https://s3-media3.fl.yelpcdn.com/bphoto/PbrsfdxuXpNVWthu7fPvgg/ls.jpg,https://www.yelp.com/biz/burg-and-barrel-overland-park-overland-park-2,7042 W 76th St,,10080,(913) 444-0494
Birdies Pub & Grill,Pubs;American (Traditional),$$,3.0,35.0,https://s3-media1.fl.yelpcdn.com/bphoto/DQaPnwhHWPnHAYppUwCx_Q/ls.jpg,https://www.yelp.com/biz/birdies-pub-and-grill-overland-park-2,8889 W 75th St,,10080,(913) 648-4011
O’Neill’s Restaurant and Bar,Pubs;Irish;Comfort Food,$$,3.0,89.0,https://s3-media2.fl.yelpcdn.com/bphoto/dCt6dNUyEhX-gbfyIHZAtg/ls.jpg,https://www.yelp.com/biz/o-neills-restaurant-and-bar-leawood,9417 Mission Rd,,10080,(913) 648-4900
Charlie Hoopers,Sports Bars;American (Traditional),$$,3.0,148.0,https://s3-media2.fl.yelpcdn.com/bphoto/qExl0E0zCWIOtF4nUguGRQ/ls.jpg,https://www.yelp.com/biz/charlie-hoopers-kansas-city-2,12 W 63rd St,Brookside,10080,(816) 361-8841
Red Door Woodfire Kitchen and Bar,American (Traditional);Bars,$$,3.0,251.0,https://s3-media2.fl.yelpcdn.com/bphoto/yAeZFVMDSQ1m_gpC3Ns-Ag/ls.jpg,https://www.yelp.com/biz/red-door-woodfired-grill-leawood-3,11851 Roe Ave,,10080,(913) 227-4959
Tanner’s Bar & Grill,Sports Bars;American (Traditional),$$,2.0,63.0,https://s3-media2.fl.yelpcdn.com/bphoto/D3JD8oUkjTJ177tQZ-CoVw/ls.jpg,https://www.yelp.com/biz/tanners-bar-and-grill-overland-park-5,10146 W 119th St,,10080,(913) 345-1217
Louie’s Wine Dive,American (New);Wine Bars;Cocktail Bars,$$,4.0,227.0,https://s3-media1.fl.yelpcdn.com/bphoto/V7-8c_BdY2y6tS7-vCioHA/ls.jpg,https://www.yelp.com/biz/louies-wine-dive-kansas-city,7100 Wornall Rd,Waldo,10080,(816) 569-5097
Tanner’s Bar & Grill,American (Traditional);Sports Bars,$$,3.0,48.0,https://s3-media2.fl.yelpcdn.com/bphoto/ziEeFDoklk7AvWjjW_yP1A/ls.jpg,https://www.yelp.com/biz/tanners-bar-and-grill-lenexa-2,12906 W 87th St Pkwy,,10080,(913) 541-0137
CocoBolos,Bars;Mexican;Tex-Mex,$$,3.0,195.0,https://s3-media3.fl.yelpcdn.com/bphoto/RurJaOmtSbOjmpiPOI9Mvg/ls.jpg,https://www.yelp.com/biz/cocobolos-overland-park-2,5621 W 135th St,,10080,(913) 766-5000
RC’s Restaurant and Lounge,American (Traditional);Sports Bars;Chicken Wings,$$,3.0,75.0,https://s3-media4.fl.yelpcdn.com/bphoto/du4-l5UgVjGuSHs6DNwN5Q/ls.jpg,https://www.yelp.com/biz/rcs-restaurant-and-lounge-kansas-city,330 E 135th St,,10080,(816) 942-4999
Lew’s Grill & Bar,American (Traditional);Sports Bars;Burgers,$$,3.0,92.0,https://s3-media4.fl.yelpcdn.com/bphoto/_YObblue_Gz5i89eeqU96A/ls.jpg,https://www.yelp.com/biz/lews-grill-and-bar-kansas-city,7539 Wornall Rd,Waldo,10080,(816) 444-8080
Applebee’s Grill + Bar,American (Traditional);Sports Bars;Burgers,$$,2.0,39.0,https://s3-media3.fl.yelpcdn.com/bphoto/zPiIk0fvQGhdnsXNMsDDxA/ls.jpg,https://www.yelp.com/biz/applebees-grill-bar-lenexa,12242 W 95th St,,10080,(913) 541-4004
Coach’s Bar & Grill,Sports Bars;Wine Bars;American (Traditional),$$,3.0,96.0,https://s3-media1.fl.yelpcdn.com/bphoto/Ws384f_3FBpqd6mCLNen_A/ls.jpg,https://www.yelp.com/biz/coachs-bar-and-grill-overland-park,9089 W 135th St,,10080,(913) 897-7070
Mug Shots,Sports Bars,$$,4.0,3.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/mug-shots-kansas-city,1523 W 89th St,Waldo,10080,(816) 363-2700
La Terraza Bar and Grill,Mexican;Pubs,,,,https://s3-media2.fl.yelpcdn.com/bphoto/MSn89r93gEcIsnUqtzYYuQ/ls.jpg,https://www.yelp.com/biz/la-terraza-bar-and-grill-shawnee,10923 Shawnee Mission Pkwy,,10080,(913) 626-0265
RJ’s Bob-Be-Que Shack,Barbeque;Bars;Caterers,$$,3.0,259.0,https://s3-media3.fl.yelpcdn.com/bphoto/b0dxlBEXivRy29qSX-MiiQ/ls.jpg,https://www.yelp.com/biz/rjs-bob-be-que-shack-mission,5835 Lamar Ave,,10080,(913) 262-7300
MidiCi The Neapolitan Pizza Company,Italian;Pizza;Bars,$$,3.0,46.0,https://s3-media1.fl.yelpcdn.com/bphoto/FcYprcjNEJLjovMoKHpFZQ/ls.jpg,https://www.yelp.com/biz/midici-the-neapolitan-pizza-company-kansas-city-2,8815 State Line Rd,Waldo,10080,(816) 333-1999
Houlihan’s,American (New);Bars,$$,3.0,106.0,https://s3-media1.fl.yelpcdn.com/bphoto/lrWZ1n5uzFT17RvolXFxMg/ls.jpg,https://www.yelp.com/biz/houlihans-olathe-2,16411 W 119th St,,10080,(913) 738-3406
Chili’s,American (Traditional);Bars;Tex-Mex,$$,2.0,58.0,https://s3-media4.fl.yelpcdn.com/bphoto/pR1LRAewvwoABIowSGiaAw/ls.jpg,https://www.yelp.com/biz/chilis-merriam,5880 Antioch Rd,,10080,(913) 262-0067
Lucky Brewgrille,American (Traditional);Sports Bars;Desserts,$$,3.0,92.0,https://s3-media4.fl.yelpcdn.com/bphoto/w_XOr9dKQQ2LhMG9e3M99Q/ls.jpg,https://www.yelp.com/biz/lucky-brewgrille-mission,5401 Johnson Dr,,10080,(913) 403-8571
Brookside Barrio,Mexican;Bars,$$,3.0,228.0,https://s3-media2.fl.yelpcdn.com/bphoto/gSHXLib0ffQ4vo877S3jng/ls.jpg,https://www.yelp.com/biz/brookside-barrio-kansas-city,6227 Brookside Plz,Brookside,10080,(816) 293-9587
BRGR Kitchen + Bar,Burgers;Bars;American (New),$$,3.0,300.0,https://s3-media4.fl.yelpcdn.com/bphoto/4S12_7ncuyTsZWdcSQ2VAQ/ls.jpg,https://www.yelp.com/biz/brgr-kitchen-bar-prairie-village,4038 W 83rd St,,10080,(913) 825-2747
Waldo Pizza,Pizza;Bars;Buffets,$$,4.0,391.0,https://s3-media2.fl.yelpcdn.com/bphoto/12nq0EyqCyaCb2oGWLz8sw/ls.jpg,https://www.yelp.com/biz/waldo-pizza-kansas-city-2,7433 Broadway St,Waldo,10080,(816) 363-5242
Blind Box BBQ,Barbeque;Cocktail Bars;Sandwiches,$$,4.0,420.0,https://s3-media3.fl.yelpcdn.com/bphoto/k0ieZmp0Q4q8idqvbHv0jw/ls.jpg,https://www.yelp.com/biz/blind-box-bbq-shawnee,13214 W 62nd Ter,,10080,(913) 268-4227
Buffalo Wild Wings,Chicken Wings;American (Traditional);Sports Bars,$$,2.0,45.0,https://s3-media1.fl.yelpcdn.com/bphoto/DvQE9gBZld6CsQgvR7x7Xw/ls.jpg,https://www.yelp.com/biz/buffalo-wild-wings-overland-park,13749 Metcalf Avenue,,10080,(913) 227-4688
Saddle & Sirloin Trap Facilities,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/saddle-and-sirloin-trap-facilities-kansas-city,14131 Holmes Rd,,10080,(816) 942-7625
Chili’s,Tex-Mex;American (Traditional);Bars,$$,3.0,29.0,https://s3-media1.fl.yelpcdn.com/bphoto/17oL7n5U5zvUK1qIYT4vgA/ls.jpg,https://www.yelp.com/biz/chilis-shawnee,15305 W 67th St,,10080,(913) 631-0862
The Other Place,American (Traditional);Sports Bars;Pizza,$$,3.0,66.0,https://s3-media4.fl.yelpcdn.com/bphoto/Wh2MKmuO25oRN6TDH8PHuQ/ls.jpg,https://www.yelp.com/biz/the-other-place-olathe,16590 W 135th St,,10080,(913) 791-9500
Old Chicago Pizza & Taproom,Pizza;Sports Bars;American (Traditional),$$,3.0,92.0,https://s3-media4.fl.yelpcdn.com/bphoto/BDQD5N2s9fVv1nr4ejc40g/ls.jpg,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-olathe,11969 S Strang Line Rd,,10080,(913) 764-9850
Luther’s Barbeque,Barbeque;Sports Bars,,4.0,39.0,https://s3-media3.fl.yelpcdn.com/bphoto/S7PPMG34WZ97eIVmD7hP0A/ls.jpg,https://www.yelp.com/biz/luthers-barbeque-kansas-city,12921 State Line Rd,,10080,(816) 943-3333
Urban Table,American (New);Breakfast & Brunch;Bars,$$,3.0,388.0,https://s3-media2.fl.yelpcdn.com/bphoto/oraNxuQsjjk2T2ed2gT8qg/ls.jpg,https://www.yelp.com/biz/urban-table-prairie-village,8232 Mission Rd,,10080,(913) 534-8209
Lotus,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/lotus-lenexa,13411 Santa Fe Trl,,10080,
Tanner’s Bar & Grill,American (New);Sports Bars,$$,3.0,38.0,https://s3-media3.fl.yelpcdn.com/bphoto/q8qE0ZJfBEN2TqIhEEwiJA/ls.jpg,https://www.yelp.com/biz/tanners-bar-and-grill-overland-park-4,14337 Metcalf Ave,,10080,(913) 681-8313
Avenues Bistro,Breakfast & Brunch;Modern European;Bars,$$,3.0,310.0,https://s3-media1.fl.yelpcdn.com/bphoto/UohwjCNlTZ3RLK078A9rmA/ls.jpg,https://www.yelp.com/biz/avenues-bistro-kansas-city,338 W 63rd St,Brookside,10080,(816) 333-5700
Talk Of The Town,American (Traditional);Sports Bars,$$,3.0,88.0,https://s3-media2.fl.yelpcdn.com/bphoto/WUerKx-xu44LjCk9FzHRhw/ls.jpg,https://www.yelp.com/biz/talk-of-the-town-leawood,5201 W 135th St,,10080,(913) 851-7444
Grand Street Cafe,American (New);Wine Bars;Venues & Event Spaces,$$,4.0,138.0,https://s3-media2.fl.yelpcdn.com/bphoto/6qehzAFRVVkJ8A54uR_ybg/ls.jpg,https://www.yelp.com/biz/grand-street-cafe-lenexa-4,8815 Renner Blvd,,10080,(913) 601-3500
The Brooksider Sports Bar & Grill,Sports Bars;American (Traditional),$,3.0,66.0,https://s3-media2.fl.yelpcdn.com/bphoto/t0fwNvOAH3sUd_0rJdG3rw/ls.jpg,https://www.yelp.com/biz/the-brooksider-sports-bar-and-grill-kansas-city,6330 Brookside Plz,Brookside,10080,(816) 363-4070
BRAVO! Cucina Italiana,Italian;Gluten-Free;Wine Bars,$$,3.0,98.0,https://s3-media2.fl.yelpcdn.com/bphoto/PLTTPeBl0seLd7Ds8eXVEQ/ls.jpg,https://www.yelp.com/biz/bravo-cucina-italiana-leawood,5005 W 117th St,,10080,(913) 661-9207
Johnny’s Tavern,American (New);Sports Bars,$,3.0,48.0,https://s3-media2.fl.yelpcdn.com/bphoto/Kjs4v3P3dg37VFHix69XPQ/ls.jpg,https://www.yelp.com/biz/johnnys-tavern-prairie-village,8262 Mission Rd,,10080,(913) 901-0322
Applebee’s Grill + Bar,American (Traditional);Sports Bars;Burgers,$$,2.0,42.0,https://s3-media4.fl.yelpcdn.com/bphoto/i3D0lyUukKsPZEJmOPOoBw/ls.jpg,https://www.yelp.com/biz/applebees-grill-bar-olathe-2,16110 W 135th St,,10080,(913) 764-5533
Firebirds Wood Fired Grill,Seafood;Steakhouses;Wine Bars,$$,3.0,134.0,https://s3-media3.fl.yelpcdn.com/bphoto/toKq-CyEEtS02PJLwAdiDQ/ls.jpg,https://www.yelp.com/biz/firebirds-wood-fired-grill-overland-park,6601 W 135th St,,10080,(913) 202-1761
Buffalo Wild Wings,Chicken Wings;American (Traditional);Sports Bars,$$,2.0,87.0,https://s3-media4.fl.yelpcdn.com/bphoto/ZnYFPTKDEfOl6rnyx9qAmA/ls.jpg,https://www.yelp.com/biz/buffalo-wild-wings-olathe-2,12110 S Strang Line Rd,,10080,(913) 393-0638
Vinotopia,Wine Bars;American (Traditional),$$,2.0,30.0,https://s3-media1.fl.yelpcdn.com/bphoto/yrzPzuLAYDIWNGRcW1m5jQ/ls.jpg,https://www.yelp.com/biz/vinotopia-overland-park,5725 W 135th St,,10080,(913) 402-9300
Overtime Sports Bar & Grill,American (Traditional);Sports Bars,$$,2.0,53.0,https://s3-media2.fl.yelpcdn.com/bphoto/Ab0CeQanB95UbA5kFhJC_A/ls.jpg,https://www.yelp.com/biz/overtime-sports-bar-and-grill-overland-park-2,11300 W 135th St,,10080,(913) 814-0007
Applebee’s Grill + Bar,American (Traditional);Sports Bars;Burgers,$$,2.0,41.0,https://s3-media1.fl.yelpcdn.com/bphoto/iSLtsRn-t3xQ6nJInlfiNg/ls.jpg,https://www.yelp.com/biz/applebees-grill-bar-mission,6800 Johnson Dr,,10080,(913) 362-0520
Applebee’s Grill + Bar,American (Traditional);Sports Bars;Burgers,$$,2.0,36.0,https://s3-media2.fl.yelpcdn.com/bphoto/5QNGvbnjWCE2R1wlOr3n9A/ls.jpg,https://www.yelp.com/biz/applebees-grill-bar-shawnee,11500 W 63rd St,,10080,(913) 962-1133
Bartini’s Event Bartending Services,Bars;Bartenders;Wedding Planning,$$,,,https://s3-media4.fl.yelpcdn.com/bphoto/8FHm0WsSCTtdqNaG2lvlUQ/ls.jpg,https://www.yelp.com/biz/bartinis-event-bartending-services-lees-summit-2,Serving Lee's Summit and the Surrounding Area,,10080,(816) 337-0961
Michael Forbes Grille,American (Traditional);Bars,$$,3.0,190.0,https://s3-media2.fl.yelpcdn.com/bphoto/3PozF9-H5N7tD02EVtgtgA/ls.jpg,https://www.yelp.com/biz/michael-forbes-grille-kansas-city,128 W 63rd St,Brookside,10080,(816) 333-4355
Triple D Motorsickle Events Arena,Music Venues;Festivals;Community Service/Non-Profit,,5.0,1.0,https://s3-media2.fl.yelpcdn.com/bphoto/ul3bhou7I53JSBhSEvqOZQ/ls.jpg,https://www.yelp.com/biz/triple-d-motorsickle-events-arena-silver-lake,Serving Silver Lake and the Surrounding Area,,10080,(785) 580-5387
Boardwalk Café,American (New);Cafes;Sports Bars,$$$,4.0,3.0,https://s3-media4.fl.yelpcdn.com/bphoto/u2b8Fm-m-y8XM7HOrxT_gQ/ls.jpg,https://www.yelp.com/biz/boardwalk-café-atlantic-beach-4,2035 Ocean Blvd,,11692,(516) 239-9090
Don Cesar Restaurant & Bar,Mexican;Spanish;Bars,$$,4.0,45.0,https://s3-media4.fl.yelpcdn.com/bphoto/HKHOMWXCjmJ-m1LZqb3vvw/ls.jpg,https://www.yelp.com/biz/don-cesar-restaurant-and-bar-staten-island,7528 Amboy Rd,Tottenville,10307,(718) 227-2444
Aloysia’s Lounge,Bars;Pool Halls,$$,3.0,2.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/aloysias-lounge-staten-island,7095 Amboy Rd,Richmond Valley,10307,(718) 227-0494
Dani’s Italian Bistro,Italian;Cocktail Bars,$$,4.0,19.0,https://s3-media3.fl.yelpcdn.com/bphoto/5xGLmJOfkIIsVBkWbJ6yWg/ls.jpg,https://www.yelp.com/biz/danis-italian-bistro-staten-island,7331 Amboy Rd,Tottenville,10307,(718) 554-4615
Campania Coal Fired Pizza,Bars;Pizza;Italian,$$,4.0,55.0,https://s3-media1.fl.yelpcdn.com/bphoto/rXwB4h7iVNlD6pIju5AEfw/ls.jpg,https://www.yelp.com/biz/campania-coal-fired-pizza-staten-island,240 Page Ave,,10307,(347) 983-4998
B & E’s Neighborhood Pub,Nightlife,$$,2.0,1.0,https://s3-media1.fl.yelpcdn.com/bphoto/fMHQ-azSoJ2BRUt51iF0HQ/ls.jpg,https://www.yelp.com/biz/b-and-es-neighborhood-pub-staten-island,225 Main St,Tottenville,10307,(718) 948-8800
W’s Bar and Restaurant,Bars;American (New),,1.0,3.0,https://s3-media3.fl.yelpcdn.com/bphoto/K1yBmQPH3nvdCtc5GsNCbg/ls.jpg,https://www.yelp.com/biz/ws-bar-and-restaurant-staten-island-2,7001 Amboy Rd,,10307,(718) 948-9412
Lagoda’s Saloon,Sports Bars;Irish Pub,$,4.0,5.0,https://s3-media2.fl.yelpcdn.com/bphoto/DEPkL5ZjnylKWp31UmjW6g/ls.jpg,https://www.yelp.com/biz/lagodas-saloon-south-amboy,109 S Broadway,,10307,(732) 727-4134
Casa Del Toro,Bars;Steakhouses;Seafood,,,,https://s3-media4.fl.yelpcdn.com/bphoto/3AXfXCQrl6DEKXL7geEz3A/ls.jpg,https://www.yelp.com/biz/casa-del-toro-perth-amboy,519 State St,,10307,(732) 934-5132
Carribean Dugout,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/carribean-dugout-perth-amboy,98 2nd St,,10307,(732) 442-0078
Chef Mike’s Rodizio Grill,American (Traditional);Bars,$$$,4.0,90.0,https://s3-media2.fl.yelpcdn.com/bphoto/GwILXh_dzaICg1i5q2DpWQ/ls.jpg,https://www.yelp.com/biz/chef-mikes-rodizio-grill-staten-island,35 Androvette St,,10307,(929) 407-6006
Barge Restaurant & Cocktail,Seafood;Cocktail Bars;Steakhouses,$$,2.0,86.0,https://s3-media2.fl.yelpcdn.com/bphoto/1zHuOBJhzh-S2KkgmkPtCw/ls.jpg,https://www.yelp.com/biz/the-barge-restaurant-and-banquet-facilities-perth-amboy-2,201 Front St,,10307,(732) 646-5957
Portuguese Manor Restaurant & Lounge,Seafood;Portuguese;Lounges,$$,3.0,90.0,https://s3-media2.fl.yelpcdn.com/bphoto/zJn-Lg69KXffz2JE_79A2Q/ls.jpg,https://www.yelp.com/biz/portuguese-manor-restaurant-and-lounge-perth-amboy,310 Elm St,,10307,(732) 826-2233
Lily Red’s Bar and Grill,Bars;American (New),,2.0,8.0,https://s3-media3.fl.yelpcdn.com/bphoto/VuWAOyIptQ0yJuu3ScmEMQ/ls.jpg,https://www.yelp.com/biz/lily-reds-bar-and-grill-staten-island,507 Seguine Ave,,10307,(718) 948-9834
Aunt Butchies of Brooklyn,Italian;Bakeries;Cocktail Bars,$$,4.0,130.0,https://s3-media3.fl.yelpcdn.com/bphoto/1b8cQDlJjW9KXnNVnPkBEg/ls.jpg,https://www.yelp.com/biz/aunt-butchies-of-brooklyn-staten-island,4864 Arthur Kill Rd,,10307,(718) 227-0002
Strawberry’s Pub & Pizza,Pizza;Burgers;Pubs,$$,4.0,249.0,https://s3-media2.fl.yelpcdn.com/bphoto/pT5oMNVZ7XZ-vOKy9KRivw/ls.jpg,https://www.yelp.com/biz/strawberrys-pub-and-pizza-woodbridge,110 Amboy Ave,,10307,(732) 634-3131
3 Brother’s Bar & Grill,Bars;American (Traditional),,,,https://s3-media4.fl.yelpcdn.com/bphoto/z2FEI6dPEtcniZDlRPo1FQ/ls.jpg,https://www.yelp.com/biz/3-brothers-bar-and-grill-perth-amboy,555 Penn St,,10307,(732) 442-9718
Costa Azul,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/costa-azul-perth-amboy,954 Amboy Ave,,10307,(732) 324-7875
Zpa Cocktail Lounge,Venues & Event Spaces;Caterers;Nightlife,$$$,2.0,3.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/zpa-cocktail-lounge-perth-amboy,281 Grace St,,10307,(732) 442-2660
Hot Shotz Sports Bar,Sports Bars,$,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/hot-shotz-sports-bar-staten-island,6323 Amboy Rd,Princes Bay,10307,(718) 227-0057
Riverside Sports Bar,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/riverside-sports-bar-perth-amboy,330 Smith St,,10307,(732) 826-8440
Italian Tripoli Club,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/italian-tripoli-club-perth-amboy,409 Johnstone St,,10307,(732) 442-6550
Applebee’s Grill + Bar,American (Traditional);Sports Bars;Burgers,$$,2.0,45.0,https://s3-media1.fl.yelpcdn.com/bphoto/IYgDesrpabM56sY3RagTEA/ls.jpg,https://www.yelp.com/biz/applebees-grill-bar-staten-island-4,115 Bricktown Way,Charleston,10307,(718) 943-1200
J & J Comedy,Comedy Clubs,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/j-and-j-comedy-woodbridge-township,,,10307,(866) 552-6633
The Courthouse Inn,Pubs,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/the-courthouse-inn-perth-amboy,417 Fayette St,,10307,(732) 324-0177
Pepino’s Pub,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/pepinos-pub-perth-amboy,848 Amboy Ave,,10307,
Killmeyer’s,German;Beer Gardens,$$,3.0,117.0,https://s3-media3.fl.yelpcdn.com/bphoto/9cwpeWT3bYA90n45MVARzQ/ls.jpg,https://www.yelp.com/biz/killmeyers-staten-island,4254 Arthur Kill Rd,,10307,(718) 984-1202
Sciortino’s Harbor Lights,Pizza;Italian;Sports Bars,$$,3.0,153.0,https://s3-media2.fl.yelpcdn.com/bphoto/569go56YoA9z3KfSzOAqLw/ls.jpg,https://www.yelp.com/biz/sciortinos-harbor-lights-south-amboy,132 S Broadway,,10307,(732) 721-8788
Venue Lounge & Restaurant,Lounges;American (New),$$,3.0,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/tZjr8NdY-mgril4VZa0mEQ/ls.jpg,https://www.yelp.com/biz/venue-lounge-and-restaurant-yonkers,165 Tuckahoe Rd,,10467,(914) 375-7000
Central Cigar Lounge,Lounges,$$,4.0,5.0,https://s3-media1.fl.yelpcdn.com/bphoto/OdjAVAtxYk6IQa-l0Nyd8g/ls.jpg,https://www.yelp.com/biz/central-cigar-lounge-yonkers,1700 Central Park Ave,,10467,(914) 268-0216
Tuck’d Away Bar & Grill,American (Traditional);Bars,$$,4.0,111.0,https://s3-media4.fl.yelpcdn.com/bphoto/bNYYrk_ZpteygXS9b8FpNQ/ls.jpg,https://www.yelp.com/biz/tuckd-away-bar-and-grill-tuckahoe,90 Yonkers Ave,,10467,(914) 222-9162
